Paper Name:,Field,First Pass,Second Pass,Matches,FAIR Letter
Decoding the Issue Resolution Process in Practice via Issue Report Analysis: a Case Study of Firefox,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Artefact Unavailable,Yes,False,R
Decoding the Issue Resolution Process in Practice via Issue Report Analysis: a Case Study of Firefox,R1.1. Software is given a clear and accessible license.,Artefact Unavailable,Yes,False,R
Decoding the Issue Resolution Process in Practice via Issue Report Analysis: a Case Study of Firefox,R1.2. Software is associated with detailed provenance (version history).,Artefact Unavailable,Yes,False,R
Decoding the Issue Resolution Process in Practice via Issue Report Analysis: a Case Study of Firefox,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Artefact Unavailable,Yes,False,R
Decoding the Issue Resolution Process in Practice via Issue Report Analysis: a Case Study of Firefox,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Artefact Unavailable,Yes,False,R
Definition and Detection of Centralization Defects in Smart Contracts,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,Yes,No,False,F
Demystifying and Detecting Cryptographic Defects in Ethereum Smart Contracts,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Demystifying and Detecting Cryptographic Defects in Ethereum Smart Contracts,R1.1. Software is given a clear and accessible license.,Yes,No,False,R
Demystifying and Detecting Cryptographic Defects in Ethereum Smart Contracts,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
Demystifying and Detecting Cryptographic Defects in Ethereum Smart Contracts,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Yes,No: program uses external libraries but are not referenced appropriately,False,R
DesignRepair: Dual-Stream Design Guideline-Aware Frontend Repair with Large Language Models,"A2. Metadata are accessible, even when the software is no longer available.",No,Software is currently available,False,A
DesignRepair: Dual-Stream Design Guideline-Aware Frontend Repair with Large Language Models,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Yes,False,R
DesignRepair: Dual-Stream Design Guideline-Aware Frontend Repair with Large Language Models,R1.1. Software is given a clear and accessible license.,Yes,No,False,R
DesignRepair: Dual-Stream Design Guideline-Aware Frontend Repair with Large Language Models,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
DesignRepair: Dual-Stream Design Guideline-Aware Frontend Repair with Large Language Models,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
Dissecting Global Search: A Simple Yet Effective Method to Boost Individual Discrimination Testing and Repair,"A2. Metadata are accessible, even when the software is no longer available.",No,Software is currently available,False,A
Dissecting Global Search: A Simple Yet Effective Method to Boost Individual Discrimination Testing and Repair,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No: program uses external libraries but are not referenced appropriately,Yes,False,R
Distilled Lifelong Self-Adaptation for Configurable Systems,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No: no datasets used,Yes,False,I
Distilled Lifelong Self-Adaptation for Configurable Systems,R1.2. Software is associated with detailed provenance (version history).,No,Yes,False,R
Distilled Lifelong Self-Adaptation for Configurable Systems,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No: program uses external libraries but are not referenced appropriately,Yes,False,R
Distilled Lifelong Self-Adaptation for Configurable Systems,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
Diversity Drives Fairness: Ensemble of Higher Order Mutants for Intersectional Fairness of Machine Learning Software,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Yes,No,False,I
Diversity Drives Fairness: Ensemble of Higher Order Mutants for Intersectional Fairness of Machine Learning Software,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Yes,False,R
Diversity Drives Fairness: Ensemble of Higher Order Mutants for Intersectional Fairness of Machine Learning Software,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
Dockerfile Flakiness: Characterization and Repair,"A2. Metadata are accessible, even when the software is no longer available.",No,Software is currently available,False,A
Does GenAI Make Usability Testing Obsolete?,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Yes,,False,A
Does GenAI Make Usability Testing Obsolete?,"A1.1. The protocol is open, free, and universally implementable.",Yes,,False,A
Does GenAI Make Usability Testing Obsolete?,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Not necessary,,False,A
Does GenAI Make Usability Testing Obsolete?,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,,False,A
Does GenAI Make Usability Testing Obsolete?,F1. Software is assigned a globally unique and persistent identifier (DOI),No,,False,F
Does GenAI Make Usability Testing Obsolete?,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,,False,F
Does GenAI Make Usability Testing Obsolete?,F1.2. Different versions of the software are assigned distinct identifiers.,No,,False,F
Does GenAI Make Usability Testing Obsolete?,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,No,,False,F
Does GenAI Make Usability Testing Obsolete?,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,No,,False,F
Does GenAI Make Usability Testing Obsolete?,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",No,,False,F
Does GenAI Make Usability Testing Obsolete?,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Yes,,False,I
Does GenAI Make Usability Testing Obsolete?,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No: no datasets used,,False,I
Does GenAI Make Usability Testing Obsolete?,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,,False,R
Does GenAI Make Usability Testing Obsolete?,R1.1. Software is given a clear and accessible license.,Yes,,False,R
Does GenAI Make Usability Testing Obsolete?,R1.2. Software is associated with detailed provenance (version history).,No,,False,R
Does GenAI Make Usability Testing Obsolete?,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Yes,,False,R
Does GenAI Make Usability Testing Obsolete?,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,,False,R
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Yes,Artefact Unavailable,False,A
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"A1.1. The protocol is open, free, and universally implementable.",Yes,Artefact Unavailable,False,A
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Not necessary,Artefact Unavailable,False,A
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,Artefact Unavailable,False,A
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,F1. Software is assigned a globally unique and persistent identifier (DOI),No,Artefact Unavailable,False,F
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Artefact Unavailable,False,F
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,F1.2. Different versions of the software are assigned distinct identifiers.,No,Artefact Unavailable,False,F
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,No,Artefact Unavailable,False,F
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,No,Artefact Unavailable,False,F
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",No,Artefact Unavailable,False,F
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Yes,Artefact Unavailable,False,I
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No: no datasets used,Artefact Unavailable,False,I
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Artefact Unavailable,False,R
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,R1.1. Software is given a clear and accessible license.,Yes,Artefact Unavailable,False,R
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,R1.2. Software is associated with detailed provenance (version history).,Yes,Artefact Unavailable,False,R
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No: program uses external libraries but are not referenced appropriately,Artefact Unavailable,False,R
EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,Artefact Unavailable,False,R
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),,Yes,False,A
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"A1.1. The protocol is open, free, and universally implementable.",,Yes,False,A
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",,Not necessary,False,A
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"A2. Metadata are accessible, even when the software is no longer available.",,Software is currently available,False,A
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,F1. Software is assigned a globally unique and persistent identifier (DOI),,Yes,False,F
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,,Yes,False,F
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,F1.2. Different versions of the software are assigned distinct identifiers.,,Yes,False,F
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,,No,False,F
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,,Yes,False,F
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",,Yes,False,F
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",,Artefact Unavailable,False,I
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",,No: no datasets used,False,I
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",,No,False,R
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,R1.1. Software is given a clear and accessible license.,,Yes,False,R
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,R1.2. Software is associated with detailed provenance (version history).,,No,False,R
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",,Artefact Unavailable,False,R
Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",,Artefact Unavailable,False,R
EffBT: An Efficient Behavior Tree Reactive Synthesis and Execution Framework,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Artefact Unavailable,Yes,False,A
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"A1.1. The protocol is open, free, and universally implementable.",Artefact Unavailable,Yes,False,A
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Artefact Unavailable,Not necessary,False,A
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"A2. Metadata are accessible, even when the software is no longer available.",Artefact Unavailable,Yes,False,A
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,F1. Software is assigned a globally unique and persistent identifier (DOI),Artefact Unavailable,Yes,False,F
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,F1.2. Different versions of the software are assigned distinct identifiers.,Artefact Unavailable,No,False,F
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Artefact Unavailable,Yes,False,F
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,Artefact Unavailable,Yes,False,F
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Artefact Unavailable,Yes,False,F
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Artefact Unavailable,Yes,False,I
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Artefact Unavailable,Yes,False,I
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Artefact Unavailable,Yes,False,R
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,R1.1. Software is given a clear and accessible license.,Artefact Unavailable,Yes,False,R
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,R1.2. Software is associated with detailed provenance (version history).,Artefact Unavailable,Yes,False,R
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Artefact Unavailable,Yes,False,R
Efficient Domain Augmentation for Autonomous Driving Testing Using Diffusion Models,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Artefact Unavailable,Yes,False,R
Enhancing Code Generation via Bidirectional Comment-Level Mutual Grounding,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Yes,No,False,F
Enhancing Code Generation via Bidirectional Comment-Level Mutual Grounding,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No: no datasets used,No: datasets used but not referenced appropriately,False,I
Enhancing Code Generation via Bidirectional Comment-Level Mutual Grounding,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No: program uses external libraries but are not referenced appropriately,Yes,False,R
Enhancing Code Generation via Bidirectional Comment-Level Mutual Grounding,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Yes,Artefact Unavailable,False,A
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"A1.1. The protocol is open, free, and universally implementable.",Yes,Artefact Unavailable,False,A
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Not necessary,Artefact Unavailable,False,A
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,Artefact Unavailable,False,A
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,F1. Software is assigned a globally unique and persistent identifier (DOI),No,Artefact Unavailable,False,F
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Artefact Unavailable,False,F
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,F1.2. Different versions of the software are assigned distinct identifiers.,No,Artefact Unavailable,False,F
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,No,Artefact Unavailable,False,F
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,No,Artefact Unavailable,False,F
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",No,Artefact Unavailable,False,F
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",No,Artefact Unavailable,False,I
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,Artefact Unavailable,False,I
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Artefact Unavailable,False,R
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,R1.1. Software is given a clear and accessible license.,No,Artefact Unavailable,False,R
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,R1.2. Software is associated with detailed provenance (version history).,No,Artefact Unavailable,False,R
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No: program uses external libraries but are not referenced appropriately,Artefact Unavailable,False,R
Enhancing Fault Localization in Industrial Software Systems via Contrastive Learning,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Artefact Unavailable,False,R
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Artefact Unavailable,Yes,False,A
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"A1.1. The protocol is open, free, and universally implementable.",Artefact Unavailable,Yes,False,A
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Artefact Unavailable,Not necessary,False,A
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"A2. Metadata are accessible, even when the software is no longer available.",Artefact Unavailable,Software is currently available,False,A
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,F1. Software is assigned a globally unique and persistent identifier (DOI),Artefact Unavailable,No,False,F
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,Artefact Unavailable,No,False,F
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,F1.2. Different versions of the software are assigned distinct identifiers.,Artefact Unavailable,No,False,F
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Artefact Unavailable,No,False,F
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,Artefact Unavailable,No,False,F
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Artefact Unavailable,No,False,F
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Artefact Unavailable,Yes,False,I
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Artefact Unavailable,Yes,False,I
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Artefact Unavailable,No,False,R
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,R1.1. Software is given a clear and accessible license.,Artefact Unavailable,No,False,R
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,R1.2. Software is associated with detailed provenance (version history).,Artefact Unavailable,No,False,R
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Artefact Unavailable,Yes,False,R
Enhancing the Open Network: Definition and Automated Detection of Smart Contract Defects,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Artefact Unavailable,No,False,R
Execution Trace Reconstruction Using Diffusion-Based Generative Models,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),,Yes,False,A
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"A1.1. The protocol is open, free, and universally implementable.",,Yes,False,A
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",,Not necessary,False,A
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"A2. Metadata are accessible, even when the software is no longer available.",,No,False,A
Execution Trace Reconstruction Using Diffusion-Based Generative Models,F1. Software is assigned a globally unique and persistent identifier (DOI),,No,False,F
Execution Trace Reconstruction Using Diffusion-Based Generative Models,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,,No,False,F
Execution Trace Reconstruction Using Diffusion-Based Generative Models,F1.2. Different versions of the software are assigned distinct identifiers.,,No,False,F
Execution Trace Reconstruction Using Diffusion-Based Generative Models,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,,No,False,F
Execution Trace Reconstruction Using Diffusion-Based Generative Models,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,,No,False,F
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",,No,False,F
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",,Yes,False,I
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",,Yes,False,I
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",,Yes,False,R
Execution Trace Reconstruction Using Diffusion-Based Generative Models,R1.1. Software is given a clear and accessible license.,,No,False,R
Execution Trace Reconstruction Using Diffusion-Based Generative Models,R1.2. Software is associated with detailed provenance (version history).,,No,False,R
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",,Yes,False,R
Execution Trace Reconstruction Using Diffusion-Based Generative Models,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",,No,False,R
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Yes,No,False,A
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,"A1.1. The protocol is open, free, and universally implementable.",Yes,No,False,A
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,F1.2. Different versions of the software are assigned distinct identifiers.,Yes,No,False,F
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Yes,No,False,F
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Yes,No,False,F
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,No: no datasets used,False,I
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,R1.1. Software is given a clear and accessible license.,No,Yes,False,R
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,R1.2. Software is associated with detailed provenance (version history).,No,Yes,False,R
Exploring the Robustness of the Effect of EVO on Intention Valuation Through Replication,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,"A2. Metadata are accessible, even when the software is no longer available.",No,Software is currently available,False,A
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,F1. Software is assigned a globally unique and persistent identifier (DOI),No,Yes,False,F
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,F1.2. Different versions of the software are assigned distinct identifiers.,No,Yes,False,F
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,No,Yes,False,F
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,No,Yes,False,F
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",No,Yes,False,F
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No: datasets used but not referenced appropriately,No: no datasets used,False,I
Exposing the Hidden Layer: Software Repositories in the Service of Seo Manipulation,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
FIXDRIVE: Automatically Repairing Autonomous Vehicle Driving Behaviour for $0.08 per Violation,"A2. Metadata are accessible, even when the software is no longer available.",Yes,Software is currently available,False,A
